type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	rea_LOVE	rea_HAHA	rea_WOW	rea_SAD	rea_ANGRY	rea_THANKFUL
link	post_page_15704546335	15704546335_10157729210786336	https://www.facebook.com/15704546335/posts/10157729210786336/	"A new virus similar to Ebola has been discovered in China  according to reports."	https://external.xx.fbcdn.net/safe_image.php?d=AQDgYqpbV6zMG_g7&w=130&h=130&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2Ffruit-bat.jpg&cfs=1&_nc_hash=AQA8W5w5QjMeqqfE	https://external.xx.fbcdn.net/safe_image.php?d=AQC8BDvTYIcZGucv&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2Ffruit-bat.jpg&_nc_hash=AQA3wOboo_RDjN1Y	https://www.foxnews.com/science/beware-of-mengla-new-virus-similar-to-ebola-found-in-bats-in-china	foxnews.com	2019-01-11T14:50:00+0000	1547218200	"2019-01-11 15:50:00"	25	17	67	39	123	2	0	36	4	0	0
link	post_page_15704546335	15704546335_10157729454106336	https://www.facebook.com/15704546335/posts/10157729454106336/	"Frances Bavier  the late actress who played the kindhearted Aunt Bee on the TV classic   The Andy Griffith Show   apparently felt a lot of appreciation for her local police force — specifying in her will that $100 000 go toward a trust fund for the department."	https://external.xx.fbcdn.net/safe_image.php?d=AQCF_G7rqoBAnXwT&w=130&h=130&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2FBavierNOW.jpg&cfs=1&sx=0&sy=125&sw=578&sh=578&_nc_hash=AQD-Y5jfbBUm4TIe	https://external.xx.fbcdn.net/safe_image.php?d=AQAnBMZjVcqVDAW8&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2FBavierNOW.jpg&_nc_hash=AQBGPHOgiHg12N8P	https://www.foxnews.com/entertainment/frances-aunt-bee-bavier-of-the-andy-griffith-show-left-100g-for-police-in-small-town-of-north-carolina-report	foxnews.com	2019-01-11T14:20:00+0000	1547216400	"2019-01-11 15:20:00"	7415	352	9380	1267	10999	1752	4	205	4	0	0
link	post_page_15704546335	15704546335_10157729961026336	https://www.facebook.com/15704546335/posts/10157729961026336/	"“We will follow every lead wherever they may take us  and we will work to identify and apprehend the coward or cowards responsible for the brutal murder of Officer Payne.”"	https://external.xx.fbcdn.net/safe_image.php?d=AQDXRDvpOF5jF8La&w=130&h=130&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2FLa.-officer.jpg&cfs=1&sx=214&sy=0&sw=600&sh=600&_nc_hash=AQAgB81gcSCjzLw8	https://external.xx.fbcdn.net/safe_image.php?d=AQA7epvxD8EVocx7&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2FLa.-officer.jpg&_nc_hash=AQAIbIzWLAmvFcpa	https://www.foxnews.com/us/manhunt-continues-for-louisiana-cop-killer-friends-and-family-pay-tribute-to-fallen-officer	foxnews.com	2019-01-11T13:53:45+0000	1547214825	"2019-01-11 14:53:45"	721	513	4004	904	5421	30	2	15	2657	579	0
link	post_page_15704546335	15704546335_10157729934506336	https://www.facebook.com/15704546335/posts/10157729934506336/	"“So many good people fought for freedom and equality - but this generation are looking for a reason to be offended   he said. “If you are not agreeing with them then they are offended - and that is not what so many great men and women fought for.”"	https://external.xx.fbcdn.net/safe_image.php?d=AQA3E0LE9hiiNvN2&w=130&h=130&url=https%3A%2F%2Fa57.foxnews.com%2Fmedia2.foxnews.com%2F2017%2F03%2F07%2F640%2F360%2F030717_edge_nie_1280.jpg&cfs=1&sx=44&sy=0&sw=360&sh=360&_nc_hash=AQBLv_BEOtkarguA	https://external.xx.fbcdn.net/safe_image.php?d=AQDMwnOTSEXDc5xH&url=https%3A%2F%2Fa57.foxnews.com%2Fmedia2.foxnews.com%2F2017%2F03%2F07%2F640%2F360%2F030717_edge_nie_1280.jpg&_nc_hash=AQDIJxqTPy8sL9NS	https://www.foxnews.com/entertainment/dwayne-the-rock-johnson-laments-snowflake-culture-in-interview	foxnews.com	2019-01-11T13:00:01+0000	1547211601	"2019-01-11 14:00:01"	71409	3235	84957	17780	105972	12942	441	113	41	11	0
photo	post_page_15704546335	15704546335_10157729772521336	https://www.facebook.com/15704546335/posts/10157729772521336/	"Knoxville Fire Department Capt. D.J. Corcoran  whose son Pierce Kennedy Corcoran was killed in a head-on car crash with a suspected illegal immigrant  joined “The Ingraham Angle” Thursday alongside his wife Wendy. https://fxn.ws/2VvV2x3"	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/49899856_10157729770681336_3098865147976876032_n.png?_nc_cat=107&_nc_ht=scontent.xx&oh=7bdc231c30505b841b9dfcfbe9f1bbb3&oe=5CC42D51	https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/49795537_10157729770686336_2154406946302590976_o.png?_nc_cat=1&_nc_ht=scontent.xx&oh=447821fbf98d9bf50def137c4bd79ff6&oe=5C8D34CE	https://www.facebook.com/FoxNews/photos/a.184044921335/10157729770676336/?type=3	facebook.com	2019-01-11T12:30:00+0000	1547209800	"2019-01-11 13:30:00"	3347	930	4223	745	5898	368	47	4	444	13	0
photo	post_page_15704546335	15704546335_10157729409596336	https://www.facebook.com/15704546335/posts/10157729409596336/	"In a special interview with Sean Hannity at the southern border  President Donald J. Trump weighed in on the ongoing standoff over wall funding.   “Look  we’re not going anywhere. We’re not changing our mind  because there’s nothing to change your mind about.” https://fxn.ws/2Fl3tGu"	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/49339633_10157729408901336_3056980399273017344_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=30d7e1d94602ea0d21eaa7dd746485bb&oe=5CC4C5E3	https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/49348841_10157729408906336_7325873112027758592_o.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=68dd887f600b3ffcdf59d0155efdc7b9&oe=5CC1B595	https://www.facebook.com/FoxNews/photos/a.184044921335/10157729408896336/?type=3	facebook.com	2019-01-11T12:00:00+0000	1547208000	"2019-01-11 13:00:00"	3682	2073	4496	281	6850	573	204	5	4	28	0
link	post_page_15704546335	15704546335_10157729669691336	https://www.facebook.com/15704546335/posts/10157729669691336/	"The United States will host an international summit next month to promote stability and freedom in the Middle East  focusing on Iran’s regional influence  Secretary of State Mike Pompeo said in an exclusive Fox News interview."	https://external.xx.fbcdn.net/safe_image.php?d=AQBv2ewNkLdn7opU&w=130&h=130&url=https%3A%2F%2Fmedia2.foxnews.com%2FBrightCove%2F694940094001%2F2019%2F01%2F09%2F694940094001_5987550057001_5987551730001-vs.jpg&cfs=1&sx=200&sy=0&sw=518&sh=518&_nc_hash=AQDMqkaqU3Qsx8dh	https://external.xx.fbcdn.net/safe_image.php?d=AQBn72WKEa73M4RL&url=https%3A%2F%2Fmedia2.foxnews.com%2FBrightCove%2F694940094001%2F2019%2F01%2F09%2F694940094001_5987550057001_5987551730001-vs.jpg&_nc_hash=AQAKcsU8gspqlUbz	https://www.foxnews.com/politics/exclusive-pompeo-announces-international-summit-on-iran	foxnews.com	2019-01-11T11:30:01+0000	1547206201	"2019-01-11 12:30:01"	838	250	935	96	1281	63	14	17	2	1	0
video	post_page_15704546335	15704546335_10157729782616336	https://www.facebook.com/15704546335/posts/10157729782616336/	"Fox News shared a live video."	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/49343622_951543121845554_8994386744526766080_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=89057d955d48c3466e4b21d76a19865b&oe=5CB937A5	https://scontent.xx.fbcdn.net/v/t15.5256-10/49343622_951543121845554_8994386744526766080_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=a79c34c546b87af2cc617addfb65f33a&oe=5CC86C57	https://www.facebook.com/FoxNewsUpdate/videos/951524251847441/	facebook.com	2019-01-11T11:11:47+0000	1547205107	"2019-01-11 12:11:47"	603	429	1091	194	1714	45	13	14	348	68	0
link	post_page_15704546335	15704546335_10157729741671336	https://www.facebook.com/15704546335/posts/10157729741671336/	"BREAKING: The U.S. started “the process of our deliberate withdrawal from Syria ” Col. Sean Ryan  a spokesman for the coalition fighting the Islamic State  told the Associated Press."	https://external.xx.fbcdn.net/safe_image.php?d=AQC0KVfvcPG7f_OL&w=130&h=130&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2FSYRIA-withdrawl.jpg&cfs=1&_nc_hash=AQAt49TR1KCQVN_I	https://external.xx.fbcdn.net/safe_image.php?d=AQDV5X5jA_t7z1u4&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2FSYRIA-withdrawl.jpg&_nc_hash=AQASCiEFKr2MN6mv	https://www.foxnews.com/world/us-begins-withdrawal-from-syria-as-armored-vehicles-trucks-move-out	foxnews.com	2019-01-11T10:41:28+0000	1547203288	"2019-01-11 11:41:28"	1498	527	1737	258	2522	181	7	21	8	22	0
link	post_page_15704546335	15704546335_10157729711781336	https://www.facebook.com/15704546335/posts/10157729711781336/	"Update: A police officer in Davis  California  was fatally shot Thursday night while responding to a traffic accident  prompting a massive manhunt for the gunman  who later killed himself  authorities said."	https://external.xx.fbcdn.net/safe_image.php?d=AQBBaahMK0mlnCv0&w=130&h=130&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2Fnatalie-corona.jpg&cfs=1&sx=0&sy=0&sw=640&sh=640&_nc_hash=AQD6wH6Jp7njGMAJ	https://external.xx.fbcdn.net/safe_image.php?d=AQBn2Op0_Imka3-p&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2Fnatalie-corona.jpg&_nc_hash=AQCSVf4MzxoT06ok	https://www.foxnews.com/us/california-police-officer-fatally-shot-manhunt-underway	foxnews.com	2019-01-11T10:32:33+0000	1547202753	"2019-01-11 11:32:33"	1273	1589	13758	3011	18358	32	9	140	9578	2726	0
link	post_page_15704546335	15704546335_10157729624531336	https://www.facebook.com/15704546335/posts/10157729624531336/	"OPINION:  Democrats have substituted ideology for policy and slogans as a means of stifling any intelligent discussion. "	https://external.xx.fbcdn.net/safe_image.php?d=AQC5Wb3pfsOo3aa8&w=130&h=130&url=https%3A%2F%2Fmedia2.foxnews.com%2FBrightCove%2F694940094001%2F2019%2F01%2F10%2F694940094001_5987947050001_5987944300001-vs.jpg&cfs=1&_nc_hash=AQAwSPnpKhcQFcK9	https://external.xx.fbcdn.net/safe_image.php?d=AQC4-8NROiRnDjgw&url=https%3A%2F%2Fmedia2.foxnews.com%2FBrightCove%2F694940094001%2F2019%2F01%2F10%2F694940094001_5987947050001_5987944300001-vs.jpg&_nc_hash=AQDaRJxmy0Nu6g6v	https://www.foxnews.com/opinion/the-democratic-party-is-running-on-fumes-and-trump-knows-it	foxnews.com	2019-01-11T10:11:57+0000	1547201517	"2019-01-11 11:11:57"	8363	1894	9494	1485	12873	704	354	21	23	29	0
photo	post_page_15704546335	15704546335_10157729659781336	https://www.facebook.com/15704546335/posts/10157729659781336/	"Rep. Dan Crenshaw has asked for his congressional paycheck to be withheld until the partial government shutdown is over.  “I cannot in good conscience get paid while federal employees’ financial futures hang in the balance because of this partial government shutdown ” he wrote on Twitter  posting an image of a letter he sent to the chief administrative officer."	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/49454800_10157729656301336_6344841575905886208_n.png?_nc_cat=1&_nc_ht=scontent.xx&oh=67541cbd9618b3e7a5c82865014d3e1d&oe=5CC9DE26	https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/50272825_10157729656306336_2637235770875707392_o.png?_nc_cat=1&_nc_ht=scontent.xx&oh=e244636c82c21e9ea3fa12d549031133&oe=5CD4B0F4	https://www.facebook.com/FoxNews/photos/a.184044921335/10157729656291336/?type=3	facebook.com	2019-01-11T09:47:31+0000	1547200051	"2019-01-11 10:47:31"	4858	1172	5876	969	8017	899	27	88	1	3	0
link	post_page_15704546335	15704546335_10157729627641336	https://www.facebook.com/15704546335/posts/10157729627641336/	"Jayme Closs  the 13-year-old Wisconsin girl who had been missing since October  was found Thursday malnourished and dirty after she reportedly fled her captor and flagged down a dog walker in the small forested town of Gordon  Wisconsin."	https://external.xx.fbcdn.net/safe_image.php?d=AQAJFviblNEH1S_e&w=130&h=130&url=https%3A%2F%2Fmedia2.foxnews.com%2FBrightCove%2F694940094001%2F2018%2F10%2F19%2F694940094001_5850856342001_5850849287001-vs.jpg&cfs=1&sx=205&sy=0&sw=720&sh=720&_nc_hash=AQCThcd-oBOX0BIp	https://external.xx.fbcdn.net/safe_image.php?d=AQBJBPjaHO1Z-Kqo&url=https%3A%2F%2Fmedia2.foxnews.com%2FBrightCove%2F694940094001%2F2018%2F10%2F19%2F694940094001_5850856342001_5850849287001-vs.jpg&_nc_hash=AQDKpYmW-oBSkb5G	https://www.foxnews.com/us/jayme-closs-fled-captor-and-flagged-down-dog-walker-suspect-arrested-report	foxnews.com	2019-01-11T09:19:26+0000	1547198366	"2019-01-11 10:19:26"	27589	2266	42716	7310	52292	7978	31	6045	1022	51	0
link	post_page_15704546335	15704546335_10157729169846336	https://www.facebook.com/15704546335/posts/10157729169846336/	"Vivid flecks of blue discovered in the teeth of a 1 000-year-old skeleton from the medieval era have given scientists a rare glimpse into an ancient woman s past."	https://external.xx.fbcdn.net/safe_image.php?d=AQCSp5rWACuIQlgX&w=130&h=130&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2Flead_720_405.jpg&cfs=1&_nc_hash=AQAUlqlAhKvMi1ga	https://external.xx.fbcdn.net/safe_image.php?d=AQD10kZzG5lYMbhG&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2Flead_720_405.jpg&_nc_hash=AQBO4xWs8JdvmBFx	https://www.foxnews.com/science/mysterious-blue-pigment-in-medieval-womans-teeth-gives-scientists-bombshell-clue	foxnews.com	2019-01-11T09:03:08+0000	1547197388	"2019-01-11 10:03:08"	1736	321	2112	319	2752	56	13	301	4	2	0
link	post_page_15704546335	15704546335_10157729586391336	https://www.facebook.com/15704546335/posts/10157729586391336/	"Swedish transport officials have blocked a Christian man’s request for a car plate paying homage to his religious beliefs on the grounds that it could offend others."	https://external.xx.fbcdn.net/safe_image.php?d=AQBvAJU7Df0a76Ii&w=130&h=130&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2018%2F09%2F1volvos-1.jpg&cfs=1&_nc_hash=AQA-_wu01rO0BxLT	https://external.xx.fbcdn.net/safe_image.php?d=AQDcJJbJzYBKVsPw&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2018%2F09%2F1volvos-1.jpg&_nc_hash=AQAa7O9YuLE_qHDg	https://www.foxnews.com/world/swedish-officials-block-christian-mans-request-for-christ-on-car-plate-fearing-it-may-cause-offense	foxnews.com	2019-01-11T08:39:48+0000	1547195988	"2019-01-11 09:39:48"	159	698	915	145	1758	10	37	56	122	531	0
link	post_page_15704546335	15704546335_10157729171266336	https://www.facebook.com/15704546335/posts/10157729171266336/	"Something is causing the magnetic North Pole to ‘skitter’ away from Canada — towards Siberia."	https://external.xx.fbcdn.net/safe_image.php?d=AQA8LSzTY3pE5sn8&w=130&h=130&url=https%3A%2F%2Fmedia2.foxnews.com%2FBrightCove%2F694940094001%2F2019%2F01%2F10%2F694940094001_5988043293001_5988042734001-vs.jpg&cfs=1&_nc_hash=AQA-dy2tqe9DpNXI	https://external.xx.fbcdn.net/safe_image.php?d=AQCs4RQuSrBeWWFu&url=https%3A%2F%2Fmedia2.foxnews.com%2FBrightCove%2F694940094001%2F2019%2F01%2F10%2F694940094001_5988043293001_5988042734001-vs.jpg&_nc_hash=AQCRbl8_vRfOqnSY	https://www.foxnews.com/science/something-very-strange-is-happening-to-earths-magnetic-north-pole-and-no-one-knows-why	foxnews.com	2019-01-11T08:15:03+0000	1547194503	"2019-01-11 09:15:03"	567	584	982	845	2411	5	40	366	4	0	0
video	post_page_15704546335	15704546335_328399274439209	https://www.facebook.com/FoxNews/videos/328399274439209/	"Authorities deliver remarks after the fatal shooting of a police officer in Davis  California. (Courtesy: KOVR)"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/49136807_328413084437828_4946318834698027008_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=6a99e1f7e14ee9930631e90cdebd781c&oe=5CD93A0F	https://scontent.xx.fbcdn.net/v/t15.5256-10/s12x12/49136807_328413084437828_4946318834698027008_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=99614c4c926bb30f8e0a5055adb8d0f0&oe=5CC25C0D	https://www.facebook.com/FoxNews/videos/328399274439209/	facebook.com	2019-01-11T07:48:55+0000	1547192935	"2019-01-11 08:48:55"	434	2308	2780	610	5698	140	5	24	1755	422	0
photo	post_page_15704546335	15704546335_10157729487071336	https://www.facebook.com/15704546335/posts/10157729487071336/	"President Donald J. Trump salutes as a U.S. Customs and Border Protection helicopter passes during his tour of the U.S. border with Mexico at the Rio Grande in McAllen  Texas  Thursday. https://fxn.ws/2Fl3tGu"	https://scontent.xx.fbcdn.net/v/t1.0-0/q85/s130x130/50283613_10157729486001336_6518475739199700992_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=c1cffac0645e275a59dd503a8cd4cb14&oe=5CC2DF04	https://scontent.xx.fbcdn.net/v/t1.0-0/q81/p480x480/49776656_10157729486006336_8691810640735502336_o.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=ad0c40d2112ec3454eb62deee44074bb&oe=5CD5C09C	https://www.facebook.com/FoxNews/photos/a.184044921335/10157729485996336/?type=3	facebook.com	2019-01-11T07:43:56+0000	1547192636	"2019-01-11 08:43:56"	3358	1737	4285	201	6223	797	117	7	2	4	0
photo	post_page_15704546335	15704546335_10157728919311336	https://www.facebook.com/15704546335/posts/10157728919311336/	"Actor Chris Pratt gave a shout-out to police officers on Instagram Wednesday in honor of National Law Enforcement Day. https://fxn.ws/2D33kVO"	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/50196322_10157728914341336_2599037676069847040_n.png?_nc_cat=1&_nc_ht=scontent.xx&oh=9aace36f14807f533681384df4423796&oe=5CC19DBD	https://scontent.xx.fbcdn.net/v/t1.0-9/50196322_10157728914341336_2599037676069847040_n.png?_nc_cat=1&_nc_ht=scontent.xx&oh=4d0802e05f5b904196c3c65a1a2e9993&oe=5CC6891A	https://www.facebook.com/FoxNews/photos/a.184044921335/10157728914336336/?type=3	facebook.com	2019-01-11T07:20:00+0000	1547191200	"2019-01-11 08:20:00"	3884	336	4513	271	5120	608	16	2	1	2	0
video	post_page_15704546335	15704546335_10157729450051336	https://www.facebook.com/FoxNews/videos/2020850204670251/	"Democratic Rep. Tulsi Gabbard is calling out senators in her party who have targeted Catholic nominees  Doug McKelway reports."	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/49698605_560753367663562_4331156020421197824_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=0fdb1f17f2b8f78cff042c38d3f68109&oe=5CD32CF1	https://scontent.xx.fbcdn.net/v/t15.5256-10/49698605_560753367663562_4331156020421197824_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=981259ef15598c5d4c8903cf28712e4a&oe=5C8D7703	https://www.facebook.com/FoxNews/videos/2020850204670251/	facebook.com	2019-01-11T07:04:01+0000	1547190241	"2019-01-11 08:04:01"	652	605	973	561	2139	40	31	76	21	153	0
link	post_page_15704546335	15704546335_10157729183336336	https://www.facebook.com/15704546335/posts/10157729183336336/	"Jim Carrey continued his social media onslaught against President Trump and his administration on Thursday  tweeting a gruesome drawing of the  tyrant  president with what appeared to be Saudi Crown Prince Mohammad bin Salman and a man having his arm chopped off."	https://external.xx.fbcdn.net/safe_image.php?d=AQBs_7qgUt9YNH9n&w=130&h=130&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2FJim-Carrey.jpg&cfs=1&sx=254&sy=0&sw=576&sh=576&_nc_hash=AQBS5sgNOgFuUQp0	https://external.xx.fbcdn.net/safe_image.php?d=AQAJTNAG-qAlHpD7&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2FJim-Carrey.jpg&_nc_hash=AQB2TwmsP--6I0cP	https://www.foxnews.com/entertainment/jim-carrey-slams-tyrant-trump-saudis-ties-in-gruesome-painting	foxnews.com	2019-01-11T06:29:33+0000	1547188173	"2019-01-11 07:29:33"	931	6850	6627	392	13869	138	689	114	179	4576	0
video	post_page_15704546335	15704546335_10157729375671336	https://www.facebook.com/FoxNews/videos/473454526513412/	"“First big hearing the Democrat Congress has: they bring in a convicted felon.”  Rep. Jim Jordan joined “Fox News @ Night” Thursday night to discuss House Democrats’ move to bring former Trump attorney Michael Cohen back for more testimony."	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/49940249_282089185773874_8234651268027514880_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=1bdcfb37274d90cbeb7f71fb7ef11154&oe=5CBA8E44	https://scontent.xx.fbcdn.net/v/t15.5256-10/49940249_282089185773874_8234651268027514880_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=7163dc84f95d702c8c768bac61d44b34&oe=5CCD92B6	https://www.facebook.com/FoxNews/videos/473454526513412/	facebook.com	2019-01-11T06:00:22+0000	1547186422	"2019-01-11 07:00:22"	955	1648	1674	660	3982	67	247	71	18	316	0
link	post_page_15704546335	15704546335_10157729051301336	https://www.facebook.com/15704546335/posts/10157729051301336/	"Experience preferred — House Democratic leaders passed over Rep. Alexandria Ocasio-Cortez  Rep. Rashida Tlaib and other freshman progressives for memberships on powerful committees."	https://external.xx.fbcdn.net/safe_image.php?d=AQA3HrreAN4yjg1i&w=130&h=130&url=https%3A%2F%2Fmedia2.foxnews.com%2FBrightCove%2F694940094001%2F2019%2F01%2F09%2F694940094001_5987687695001_5987682844001-vs.jpg&cfs=1&sx=267&sy=0&sw=720&sh=720&_nc_hash=AQBjEDzhJg3H2nda	https://external.xx.fbcdn.net/safe_image.php?d=AQBGZQ3jDGOXYjY_&url=https%3A%2F%2Fmedia2.foxnews.com%2FBrightCove%2F694940094001%2F2019%2F01%2F09%2F694940094001_5987687695001_5987682844001-vs.jpg&_nc_hash=AQBgPpDlX6x0R6vL	https://www.foxnews.com/politics/ocasio-cortez-passed-over-by-house-dems-for-membership-on-influential-ways-and-means-committee	foxnews.com	2019-01-11T05:30:00+0000	1547184600	"2019-01-11 06:30:00"	12689	4899	27417	2900	35216	1257	13160	135	40	136	0
link	post_page_15704546335	15704546335_10157728820116336	https://www.facebook.com/15704546335/posts/10157728820116336/	"Senator Lindsey Graham said Thursday that he believed President Trump should utilize “emergency powers” to pay for the much-discussed border wall."	https://external.xx.fbcdn.net/safe_image.php?d=AQBPLkuILPjko0lG&w=130&h=130&url=https%3A%2F%2Fmedia2.foxnews.com%2FBrightCove%2F694940094001%2F2019%2F01%2F10%2F694940094001_5988097400001_5988087999001-vs.jpg&cfs=1&sx=412&sy=0&sw=528&sh=528&_nc_hash=AQB5349379Q46JhQ	https://external.xx.fbcdn.net/safe_image.php?d=AQD77MX8k84tscBe&url=https%3A%2F%2Fmedia2.foxnews.com%2FBrightCove%2F694940094001%2F2019%2F01%2F10%2F694940094001_5988097400001_5988087999001-vs.jpg&_nc_hash=AQCs3cC08SbbuBVc	https://www.foxnews.com/politics/lindsey-graham-its-time-for-trump-to-use-emergency-powers-to-fund-border-wall	foxnews.com	2019-01-11T05:01:00+0000	1547182860	"2019-01-11 06:01:00"	9708	3128	11551	1750	16429	1493	98	38	10	204	0
photo	post_page_15704546335	15704546335_10157727821316336	https://www.facebook.com/15704546335/posts/10157727821316336/	"THIS DAY IN HISTORY: The Apollo 8 astronauts parade up Broadway in New York on January 10  1969. From left are Capt. James A. Lovell Jr.  Col. Frank Borman and Lt. Col. William A. Anders."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/49616280_10157727820811336_5561529353176612864_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=f5fa5cf7651b77363a0a82775d0541d6&oe=5CD8894C	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/49831328_10157727820816336_8934217156107698176_o.jpg?_nc_cat=101&_nc_ht=scontent.xx&oh=751e1659023ffa2c5c443fe9c4a45053&oe=5CC8C97E	https://www.facebook.com/FoxNews/photos/a.184044921335/10157727820806336/?type=3	facebook.com	2019-01-11T04:32:50+0000	1547181170	"2019-01-11 05:32:50"	838	199	937	136	1272	89	3	7	0	0	0
video	post_page_15704546335	15704546335_10157729083316336	https://www.facebook.com/15704546335/posts/10157729083316336/	" The wall is a symbol to the American people that the government is listening to them.    On  The Ingraham Angle   the parents of a 22-year-old killed by a suspected illegal immigrant  emphasized the importance of border security. https://fxn.ws/2Fl3tGu"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/49205350_288442741813230_8957430286111473664_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=7df02e442bc9ed52fef7706c3fc19c44&oe=5CC56284	https://scontent.xx.fbcdn.net/v/t15.5256-10/49205350_288442741813230_8957430286111473664_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=9fc18ac1bc1927751e0f5c0d8f97df50&oe=5CBA7A76	https://www.facebook.com/FoxNews/videos/288441605146677/	facebook.com	2019-01-11T04:07:09+0000	1547179629	"2019-01-11 05:07:09"	4580	1789	5996	2265	10050	434	70	14	865	33	0
video	post_page_15704546335	15704546335_10157729054176336	https://www.facebook.com/FoxNews/videos/2333978236614018/	"“Look  we’re not going anywhere  we’re not changing our mind because there’s nothing to change your mind about. The wall works.” - President Donald J. Trump  In a special interview with Sean Hannity at the southern border  President Trump said he has the  absolute right to declare a national emergency.  https://fxn.ws/2Fl3tGu"	https://scontent.xx.fbcdn.net/v/t15.13418-10/s130x130/49341939_548595558947711_4348872524293996544_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=c23583d613e3c05bce7e5d171a436b56&oe=5CD9B427	https://scontent.xx.fbcdn.net/v/t15.13418-10/49341939_548595558947711_4348872524293996544_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=0ce80809ec50e271f833c7a9162f070f&oe=5CC27B7D	https://www.facebook.com/FoxNews/videos/2333978236614018/	facebook.com	2019-01-11T03:12:13+0000	1547176333	"2019-01-11 04:12:13"	10958	3650	14071	2732	20453	2759	253	13	7	81	0
